created_at,source,polarity,subjectivity,original_text,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,location
Fri Jun 18 18:00:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.10909090909090909,0.38181818181818183,,en,,,CACCN1,759,259,,,,"London, ON, Canada"
Fri Jun 18 18:00:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.3,0.6,"Karur District - Tomorrow's (19.06.2021) Vaccination Camps

#Karur #COVID19 #TamilNadu #KarurDistrict #KarurCovid #VaccinationDrive #CovishieldVaccine #Covaxin #TNVaccineDrive #EmpoweringErode #Vaccines https://t.co/r3DM1GV9jI",en,2,2,saravanan_erode,32,476,,"[{'text': 'Karur', 'indices': [60, 66]}, {'text': 'COVID19', 'indices': [67, 75]}, {'text': 'TamilNadu', 'indices': [76, 86]}, {'text': 'KarurDistrict', 'indices': [87, 101]}, {'text': 'KarurCovid', 'indices': [102, 113]}, {'text': 'VaccinationDrive', 'indices': [114, 131]}, {'text': 'CovishieldVaccine', 'indices': [132, 150]}, {'text': 'Covaxin', 'indices': [151, 159]}, {'text': 'TNVaccineDrive', 'indices': [160, 175]}, {'text': 'EmpoweringErode', 'indices': [176, 192]}, {'text': 'Vaccines', 'indices': [193, 202]}]",[],
Fri Jun 18 18:00:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.1625,0.2375,,en,,,SeattleMedium,880,211,,,,"Seattle, Wa"
Fri Jun 18 18:00:02 +0000 2021,"<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>",0.13636363636363635,0.45454545454545453,,en,,,ophth_advisor,505,161,,,,
Fri Jun 18 18:00:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,0.5,"As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of available stock remaining.

In Tobago, that number is lower at 15% (June 17th) with 3,000 Sinopharm doses arriving on Monday.

https://t.co/9NsIhQXxpU https://t.co/cVGwSlnmxl",en,48,17,iamtrinidaddy,1318,626,,"[{'text': 'COVID19', 'indices': [74, 82]}]",[],🇹🇹 x 🇺🇸
Fri Jun 18 18:00:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.14444444444444446,0.19999999999999998,"Join us in Al Balagh 2nd International Conference on Fiqh of Medicine &amp; learn about the Islamic Approach to COVID19 Vaccines &amp; Pharmaceutical Industry with leading subject experts.

🗓️ 19th &amp; 20th June 2021
⏳Register now https://t.co/T7bL2El0NP 

 @DrRafaqatRashid @Maraviaus https://t.co/0MMkDVuFev",en,3,3,ambuhari,7179,5244,,[],"[{'screen_name': 'DrRafaqatRashid', 'name': 'Dr. Rafaqat Rashid', 'id': 4808453069, 'id_str': '4808453069', 'indices': [260, 276]}, {'screen_name': 'Maraviaus', 'name': 'UMaravia', 'id': 913859469850836993, 'id_str': '913859469850836993', 'indices': [277, 287]}]","Kaduna, Nigeria"
Fri Jun 18 18:00:18 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",0.5083333333333333,0.7833333333333333,,en,,,COVIDVxProject,312,401,,,,"Washington, DC"
Fri Jun 18 18:00:31 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.125,0.725,"Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",en,404,168,StarColombo,2675,4924,,"[{'text': 'COVID19', 'indices': [49, 57]}]",[],
Fri Jun 18 18:00:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,210,97,tonyforde007,39,187,,[],[],
Fri Jun 18 18:00:41 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",0.14017857142857143,0.5526785714285715,,en,,,HamCoHealth,7520,838,,,,"Cincinnati, Ohio"
Fri Jun 18 18:00:41 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",-0.23645833333333335,0.3375,,en,,,CTA_gc,5106,282,,,,Canada
Fri Jun 18 18:00:49 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.14444444444444446,0.19999999999999998,"That's great. But there are now *zero* appointments available within a 6 hour driving radius of Winnipeg for anyone who can only get Pfizer for shot 2. 

Save Pfizer for our kids. They don't have a choice between vaccines.

@KindrachukJason @SouradetS #mbpoli https://t.co/eqDGa4u1Gh",en,32,6,LauraMc61832350,20,37,,"[{'text': 'mbpoli', 'indices': [252, 259]}]","[{'screen_name': 'KindrachukJason', 'name': 'Jason Kindrachuk, PhD', 'id': 1071978579934765061, 'id_str': '1071978579934765061', 'indices': [224, 240]}, {'screen_name': 'SouradetS', 'name': 'Souradet Shaw', 'id': 1143960970672390146, 'id_str': '1143960970672390146', 'indices': [241, 251]}]",
Fri Jun 18 18:01:00 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.13333333333333333,0.45555555555555555,"You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",en,108,64,enterpenuerlist,64,230,,"[{'text': 'COVID19', 'indices': [14, 22]}]",[],
Fri Jun 18 18:01:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.5083333333333333,0.7833333333333333,"As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of available stock remaining.

In Tobago, that number is lower at 15% (June 17th) with 3,000 Sinopharm doses arriving on Monday.

https://t.co/9NsIhQXxpU https://t.co/cVGwSlnmxl",en,48,18,trinimini05,640,198,,"[{'text': 'COVID19', 'indices': [74, 82]}]",[],Trinidad&Tobago
Fri Jun 18 18:01:08 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.05,0.4,"That's great. But there are now *zero* appointments available within a 6 hour driving radius of Winnipeg for anyone who can only get Pfizer for shot 2. 

Save Pfizer for our kids. They don't have a choice between vaccines.

@KindrachukJason @SouradetS #mbpoli https://t.co/eqDGa4u1Gh",en,33,7,BilasHeidi,165,302,,"[{'text': 'mbpoli', 'indices': [252, 259]}]","[{'screen_name': 'KindrachukJason', 'name': 'Jason Kindrachuk, PhD', 'id': 1071978579934765061, 'id_str': '1071978579934765061', 'indices': [224, 240]}, {'screen_name': 'SouradetS', 'name': 'Souradet Shaw', 'id': 1143960970672390146, 'id_str': '1143960970672390146', 'indices': [241, 251]}]",Toronto ON
Fri Jun 18 18:01:09 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.18611111111111112,0.3111111111111111,,en,,,1_Henriques,93,626,,,,
Fri Jun 18 18:01:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.31666666666666665,0.611111111111111,"Please do your research first if you read or see something about vaccines or #covid19 that sounds unusual.

Spreading disinfo means people won’t get vaccinated out of fear.

That will lead to more deaths.

America’s Frontline Doctors: not to be trusted.

https://t.co/Jy0KGpRqrs https://t.co/1yq1ER5FcQ",en,12,7,iche_me,13303,12983,,"[{'text': 'covid19', 'indices': [77, 85]}]",[],"North Carolina, USA"
Fri Jun 18 18:01:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.375,0.75,13) Similar #DeltaVariant worries from a 🇨🇦 hospital— ➡️Outbreak even w/ 2 dose of mRNA vaccines—16 patients &amp; 6 HCWS #DeltaVariant positive. 6/16 patients &amp; 5/6 HCWs had received 2 doses of #COVID19 vaccine. A 2x vaccinated 80-year old also died. https://t.co/Y4GubHLMYF,en,167,68,ONESUKIJ,84,88,,"[{'text': 'DeltaVariant', 'indices': [12, 25]}, {'text': 'DeltaVariant', 'indices': [122, 135]}, {'text': 'COVID19', 'indices': [199, 207]}]",[],"Zermatt, Switzerland"
Fri Jun 18 18:01:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.14523809523809522,0.5023809523809525,"AstraZeneca claims victory over EU in vaccine deliveries case, but will be fined for late supplies 

The EU has lost its case against the FTSE-listed pharma over the supply of Covid-19 vaccines -&gt; https://t.co/NIVR6FiCva
 #AstraZeneca #CovidVaccine #astrazenecavaccine #Covid19",en,5,5,Alleninvest,2242,4999,,"[{'text': 'AstraZeneca', 'indices': [225, 237]}, {'text': 'CovidVaccine', 'indices': [238, 251]}, {'text': 'astrazenecavaccine', 'indices': [252, 271]}, {'text': 'Covid19', 'indices': [272, 280]}]",[],London
Fri Jun 18 18:01:35 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.125,0.725,,en,5,6,Wendyisenhart,367,2518,,,,Bellingham
Fri Jun 18 18:01:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.05,0.8,BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,en,55,30,arnaldo45172700,2045,3216,,"[{'text': 'Cuban', 'indices': [53, 59]}, {'text': 'COVID19', 'indices': [60, 68]}, {'text': 'vaccines', 'indices': [69, 78]}]","[{'screen_name': 'BioCubaFarma', 'name': 'BioCubaFarma', 'id': 983814956058578945, 'id_str': '983814956058578945', 'indices': [214, 227]}, {'screen_name': 'FinlayInstituto', 'name': 'Instituto Finlay de Vacunas', 'id': 867464592846442496, 'id_str': '867464592846442496', 'indices': [228, 244]}, {'screen_name': 'cda_dc', 'name': 'CDA', 'id': 61804141, 'id_str': '61804141', 'indices': [245, 252]}, {'screen_name': 'WOLA_org', 'name': 'WOLA', 'id': 133048642, 'id_str': '133048642', 'indices': [253, 262]}, {'screen_name': 'aperezriverol', 'name': 'A. Perez-Riverol', 'id': 802608255373639680, 'id_str': '802608255373639680', 'indices': [263, 277]}]","La Habana, Cuba"
Fri Jun 18 18:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.275,0.7,,en,,,PuneUpdater,88,0,,,,
Fri Jun 18 18:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.0,0.5,,en,,,PuneUpdater,88,0,,,,
Fri Jun 18 18:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",3.700743415417188e-17,0.6333333333333334,,en,,,PuneUpdater,88,0,,,,
Fri Jun 18 18:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.0,0.0,,en,,,PuneUpdater,88,0,,,,
Fri Jun 18 18:02:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.31666666666666665,0.611111111111111,"As per reports, #Israel Prime Minister (#PM) #NaftaliBennett said that Israel will provide million #Covid19 #vaccine doses to #Palestine. An agreement was signed by the newly elected government for sending the vaccines. https://t.co/kYG0hoE2J6",en,5,1,rabiiik527,468,381,,"[{'text': 'Israel', 'indices': [16, 23]}, {'text': 'PM', 'indices': [40, 43]}, {'text': 'NaftaliBennett', 'indices': [45, 60]}, {'text': 'Covid19', 'indices': [99, 107]}, {'text': 'vaccine', 'indices': [108, 116]}, {'text': 'Palestine', 'indices': [126, 136]}]",[],
Fri Jun 18 18:02:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.4375,0.75,,en,,,HealthZA,304613,1373,,,,South Africa
Fri Jun 18 18:02:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.275,0.7,"As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of available stock remaining.

In Tobago, that number is lower at 15% (June 17th) with 3,000 Sinopharm doses arriving on Monday.

https://t.co/9NsIhQXxpU https://t.co/cVGwSlnmxl",en,49,19,MrGeepGeep,267,357,,"[{'text': 'COVID19', 'indices': [74, 82]}]",[],Purgatory
Fri Jun 18 18:02:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.1625,0.2375,"""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases should draw everyone to urgent action. 

“We've seen, in India and elsewhere, how quickly Covid-19 can rebound and overwhelm health systems""
https://t.co/CemRZeIDYr",en,264,239,carissa_moore,125,207,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [53, 65]}]",
Fri Jun 18 18:02:26 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.15555555555555559,0.3711111111111111,,en,39,6,SandyHi2244,350,612,,,,
Fri Jun 18 18:02:26 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.4375,0.75,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",en,693,223,ReadingCEP,167,758,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",[],"Fresno, CA"
Fri Jun 18 18:02:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.4375,0.2833333333333333,"@AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians, making the covid19 crisis far worse, leading to more Palestinian deaths? #ThisisIsrael. https://t.co/WTPn9XMSvs",en,9,11,cfx82073592,401,2200,,"[{'text': 'ThisisIsrael', 'indices': [211, 224]}]","[{'screen_name': 'AIPAC', 'name': 'AIPAC', 'id': 15987296, 'id_str': '15987296', 'indices': [0, 6]}]",Time Lord
Fri Jun 18 18:02:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.31666666666666665,0.611111111111111,"[Watch] How do vaccines work in our bodies, and how do they protect us? #COVID19 #VaccinateToSaveSouthAfrica https://t.co/oDTp5I6RWn https://t.co/lXXE9L38PE",en,6,6,herohatta,129,2220,,"[{'text': 'COVID19', 'indices': [72, 80]}, {'text': 'VaccinateToSaveSouthAfrica', 'indices': [81, 108]}]",[],
Fri Jun 18 18:02:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.4375,0.75,,en,1,1,LeanneWilkinsSA,28,102,,,,
Fri Jun 18 18:02:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3.700743415417188e-17,0.6333333333333334,"👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. As such, there are places where you should not work unless you are vaccinated.""

https://t.co/xiVWoCtRfP",en,179,36,ElXe_GaX7,252,235,,"[{'text': 'COVID19', 'indices': [38, 46]}]",[],Canada 🇨🇦- Xenaverse - 
Fri Jun 18 18:02:43 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.5,0.5,,en,,,joannachiu,48404,10696,,,,"Vancouver, British Columbia"
Fri Jun 18 18:02:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,,en,,,MajDowney,38,93,,,,
Fri Jun 18 18:02:48 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.14444444444444446,0.19999999999999998,,en,352,97,LoisRobb1,1151,1140,,,,"Calgary, Alberta Canada"
Fri Jun 18 18:02:49 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.13333333333333333,0.45555555555555555,,en,,,myamphealth,371,193,,,,"London, England"
Fri Jun 18 18:02:53 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.5083333333333333,0.7833333333333333,"We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",en,859,487,ohhDee__,621,723,,"[{'text': 'COVID19', 'indices': [80, 88]}]","[{'screen_name': 'DailyMonitor', 'name': 'Daily Monitor', 'id': 35697740, 'id_str': '35697740', 'indices': [257, 270]}]","Miami, FL"
